Date,Open,High,Low,Close,Adj Close,Volume
2019-06-17,215.479996,227.000000,214.270004,225.029999,225.029999,12316800
2019-06-18,228.720001,234.740005,222.559998,224.740005,224.740005,12715800
2019-06-19,225.110001,227.770004,221.059998,226.429993,226.429993,6557600
2019-06-20,223.000000,226.899994,216.350006,219.619995,219.619995,11863500
2019-06-21,216.220001,222.179993,215.500000,221.860001,221.860001,8202100
2019-06-24,223.240005,225.860001,221.020004,223.639999,223.639999,5750800
2019-06-25,224.389999,225.339996,219.490005,219.759995,219.759995,6182100
2019-06-26,220.309998,227.229996,218.100006,219.270004,219.270004,8507200
2019-06-27,219.449997,222.899994,217.350006,222.839996,222.839996,6339700
2019-06-28,220.990005,225.169998,220.800003,223.460007,223.460007,6851400
2019-07-01,230.210007,233.100006,226.279999,227.169998,227.169998,8238000
2019-07-02,228.889999,229.149994,222.220001,224.550003,224.550003,9259000
2019-07-03,239.389999,241.570007,234.509995,234.899994,234.899994,14201100
2019-07-05,234.570007,235.449997,230.800003,233.100006,233.100006,7065700
2019-07-08,231.240005,232.250000,228.660004,230.339996,230.339996,5880500
2019-07-09,228.970001,231.000000,227.279999,230.059998,230.059998,6190800
2019-07-10,234.149994,238.940002,233.139999,238.919998,238.919998,9145700
2019-07-11,238.139999,241.500000,235.800003,238.600006,238.600006,7514400
2019-07-12,239.750000,245.380005,239.710007,245.080002,245.080002,9200500
2019-07-15,248.000000,254.419998,244.860001,253.500000,253.500000,11000100
2019-07-16,249.300003,253.529999,247.929993,252.380005,252.380005,8149000
2019-07-17,255.669998,258.309998,253.350006,254.860001,254.860001,9764700
2019-07-18,255.050003,255.750000,251.889999,253.539993,253.539993,4764500
2019-07-19,255.690002,259.959991,254.619995,258.179993,258.179993,7048400
2019-07-22,258.750000,262.149994,254.190002,255.679993,255.679993,6842400
2019-07-23,256.709991,260.480011,254.500000,260.170013,260.170013,5023100
2019-07-24,259.170013,266.070007,258.160004,264.880005,264.880005,11072800
2019-07-25,233.500000,234.500000,225.550003,228.820007,228.820007,22418300
2019-07-26,226.919998,230.259995,222.250000,228.039993,228.039993,10027700
2019-07-29,227.089996,235.940002,226.029999,235.770004,235.770004,9273300
2019-07-30,232.899994,243.360001,232.179993,242.259995,242.259995,8109000
2019-07-31,243.000000,246.679993,236.649994,241.610001,241.610001,9178200
2019-08-01,242.649994,244.509995,231.770004,233.850006,233.850006,8259500
2019-08-02,231.350006,236.270004,229.229996,234.339996,234.339996,6136500
2019-08-05,229.600006,231.369995,225.779999,228.320007,228.320007,7028300
2019-08-06,231.880005,232.500000,225.750000,230.750000,230.750000,5564200
2019-08-07,226.500000,233.570007,225.800003,233.419998,233.419998,4776500
2019-08-08,234.449997,239.800003,232.649994,238.300003,238.300003,5274300
2019-08-09,236.050003,238.960007,233.809998,235.009995,235.009995,3898200
2019-08-12,232.990005,235.770004,228.750000,229.009995,229.009995,4663900
2019-08-13,228.809998,236.000000,227.550003,235.000000,235.000000,4848100
2019-08-14,231.210007,231.500000,216.690002,219.619995,219.619995,9562600
2019-08-15,220.860001,221.559998,211.550003,215.639999,215.639999,8159600
2019-08-16,216.660004,222.240005,216.020004,219.940002,219.940002,5098500
2019-08-19,224.210007,227.830002,221.699997,226.830002,226.830002,5309600
2019-08-20,227.619995,229.089996,224.539993,225.860001,225.860001,4125200
2019-08-21,222.009995,223.220001,217.600006,220.830002,220.830002,7794300
2019-08-22,222.800003,225.399994,218.220001,222.149994,222.149994,6559000
2019-08-23,219.970001,221.169998,211.000000,211.399994,211.399994,8538600
2019-08-26,213.600006,215.020004,211.539993,215.000000,215.000000,5051900
2019-08-27,215.740005,218.800003,212.029999,214.080002,214.080002,5416200
2019-08-28,213.690002,217.250000,212.309998,215.589996,215.589996,3225500
2019-08-29,219.000000,223.399994,218.000000,221.710007,221.710007,5179500
2019-08-30,229.149994,232.440002,224.210007,225.610001,225.610001,9320600
2019-09-03,224.080002,228.949997,223.160004,225.009995,225.009995,5354100
